time	FourE_BP1_obs	FourE_BP1pT37_46_obs	Akt_obs	AktpS473_obs	AktpT308_obs	Coomassie _obs	ERK_obs	GAPDH_obs	IRS1_obs	IRS1pS636_639_obs	PRAS40_obs	PRAS40pS183_obs	PRAS40pT246_obs	S6K_obs	S6KpT229_obs	S6KpT389_obs	TSC2_obs	TSC2pT1462_obs	Insulin_indep	FourE_BP1pT37_46_indep	AktpS473_indep	AktpT308_indep	Coomassie _indep	IRS1pS636_639_indep	PRAS40pS183_indep	PRAS40pT246_indep	S6KpT229_indep	S6KpT389_indep	TSC2pT1462_indep
0.0	1.403159512390543	0.41457578899097935	2.1332321036735875	0.4359272720158454	0.391555547522226	1.0	2.5411676683961018	1.3011624159610982	2.202675161274516	1.0614336026710522	1.9870944924205043	0.49629525047835404	0.3856522951653324	3.139542998908639	0.6695564021494107	0.5857517602517641	2.2980822241670245	0.6204200201855695	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
4.137931034482759	1.4292103828941862	0.575647313359935	2.1727034717271714	0.5943908769540953	0.5379923237331081	1.0	2.5284960220044	1.2783293916012144	2.1424432240474522	1.1715550232876413	1.989177517096323	0.6095685082842187	0.5343323494822152	2.9983588671015764	0.8460547209219715	0.7595214291422786	2.3001670625162807	0.7397880806423405	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
8.275862068965518	1.4552612533978295	0.7367188377288907	2.2121748397807552	0.752854481892345	0.6844290999439904	1.0	2.515824375612699	1.2554963672413306	2.0822112868203884	1.28167644390423	1.9912605417721418	0.7228417660900833	0.6830124037990981	2.857174735294514	1.0225530396945324	0.9332910980327931	2.302251900865537	0.8591561410991115	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
12.413793103448278	1.4813121239014728	0.8977903620978464	2.2516462078343396	0.911318086830595	0.8308658761548725	1.0	2.5031527292209974	1.2326633428814469	2.0219793495933245	1.391797864520819	1.9933435664479608	0.836115023895948	0.831692458115981	2.7159906034874512	1.1990513584670932	1.1070607669233077	2.304336739214793	0.9785242015558825	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
16.551724137931036	1.502849514733221	0.9737410755022056	2.2692668523437995	0.996463977045857	0.9052777696208104	1.0	2.4853918041188896	1.197611642118454	2.0335396554281204	1.4995196699302216	1.9857855416079215	0.9096494039662643	0.9168242823077892	2.6021758620751276	1.3248279408295758	1.2522467076594679	2.2736404846011933	1.0338698722468407	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
20.689655172413794	1.5168644394451443	0.9078237706322376	2.2504696242797206	0.9594136760561397	0.8596481918451746	1.0	2.4591487478327707	1.1421954806836125	2.1647536996993493	1.6032421166609798	1.9621591009081185	0.9169523211439998	0.8960423896244732	2.5339767713207015	1.3660682958419283	1.3497931014717042	2.1883090750495	0.9825115599947776	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
24.827586206896555	1.5308793641570675	0.8419064657622697	2.2316723962156417	0.9223633750664224	0.8140186140695387	1.0	2.4329056915466523	1.086779319248771	2.2959677439705786	1.7069645633917383	1.9385326602083157	0.9242552383217355	0.8752604969411573	2.465777680566275	1.407308650854281	1.447339495283941	2.1029776654978063	0.9311532477427145	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
28.965517241379313	1.5448942888689905	0.7759891608923017	2.212875168151563	0.8853130740767052	0.7683890362939029	1.0	2.4066626352605334	1.0313631578139295	2.4271817882418074	1.8106870101224966	1.914906219508513	0.9315581554994711	0.8544786042578413	2.397578589811849	1.4485490058666337	1.5448858890961772	2.0176462559461132	0.8797949354906515	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
33.10344827586207	1.5441759069914605	0.7656982864730605	2.2109128972490226	0.8925669628977542	0.7845263835634042	1.0	2.4072304428383413	1.017370010897225	2.4538939281759578	1.8251115261002737	1.9128597429475334	0.9413887534236789	0.8525451931951898	2.3991267851680513	1.4780363979118472	1.5995830342457242	2.001730697721483	0.8778003050061983	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
37.24137931034483	1.5385464229174457	0.7739495555373948	2.214562278733662	0.9145889149890587	0.8212527058479513	1.0	2.4167352050374578	1.017184535486566	2.445772099997749	1.8097700651603907	1.9180065877661614	0.9520619115967106	0.8568946093394265	2.4239240758944636	1.5036061356346808	1.639997096507708	2.008953756605874	0.8922602351109484	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
41.37931034482759	1.5329169388434312	0.782200824601729	2.2182116602183015	0.936610867080363	0.8579790281324983	1.0	2.426239967236574	1.0169990600759071	2.4376502718195403	1.7944286042205078	1.9231534325847894	0.9627350697697424	0.8612440254836632	2.448721366620876	1.5291758733575147	1.6804111587696915	2.016176815490265	0.9067201652156984	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
45.51724137931035	1.5272874547694164	0.7904520936660633	2.2218610417029407	0.9586328191716675	0.8947053504170454	1.0	2.4357447294356906	1.0168135846652482	2.4295284436413316	1.7790871432806248	1.9283002774034177	0.9734082279427743	0.8655934416278999	2.473518657347288	1.5547456110803486	1.7208252210316752	2.0233998743746557	0.9211800953204485	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
49.65517241379311	1.5216579706954019	0.7987033627303975	2.2255104231875804	0.980654771262972	0.9314316727015924	1.0	2.445249491634807	1.0166281092545892	2.421406615463123	1.763745682340742	1.9334471222220457	0.984081386115806	0.8699428577721366	2.4983159480737003	1.5803153488031823	1.761239283293659	2.0306229332590466	0.9356400254251986	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
53.793103448275865	1.5160284866213873	0.8069546317947318	2.2291598046722196	1.0026767233542764	0.9681579949861394	1.0	2.4547542538339235	1.0164426338439305	2.413284787284914	1.748404221400859	1.938593967040674	0.9947545442888378	0.8742922739163733	2.523113238800112	1.6058850865260161	1.8016533455556427	2.0378459921434375	0.9500999555299487	1	0.4146	0.4359	0.3916	1.0	1.0614	0.4963	0.3857	0.6696	0.5858	0.6204
