time	FourE_BP1_obs	FourE_BP1pT37_46_obs	Akt_obs	AktpS473_obs	AktpT308_obs	Coomassie _obs	ERK_obs	GAPDH_obs	IRS1_obs	IRS1pS636_639_obs	PRAS40_obs	PRAS40pS183_obs	PRAS40pT246_obs	S6K_obs	S6KpT229_obs	S6KpT389_obs	TSC2_obs	TSC2pT1462_obs	Insulin_indep	FourE_BP1pT37_46_indep	AktpS473_indep	AktpT308_indep	Coomassie _indep	IRS1pS636_639_indep	PRAS40pS183_indep	PRAS40pT246_indep	S6KpT229_indep	S6KpT389_indep	TSC2pT1462_indep
0.0	0.4172427182854718	0.19979182701153375	1.141252419372052	0.4998106490201695	0.543271518754457	1.0	1.0857680049480367	1.3693958635747803	2.4412161145166977	0.5789932115723816	0.9823954103898662	0.4152127126624393	0.41118473328031857	0.9914483859143642	0.7065460146764784	0.3883455194492781	0.9763537272740191	0.6819543898872346	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
4.137931034482759	0.42752351260434296	0.4067305999029275	1.1379695358340345	0.6268599573608131	0.6224351555026253	1.0	1.090562913547669	1.3516693433352767	2.263135305794856	0.7235094308624082	0.9823511598978417	0.5459492251758151	0.5696127639767902	1.0336424793572052	0.8254643407864095	0.5229303427816772	0.9659871882780796	0.7186771291174694	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
8.275862068965518	0.4378043069232141	0.6136693727943212	1.1346866522960168	0.7539092657014568	0.7015987922507936	1.0	1.0953578221473013	1.333942823095773	2.085054497073014	0.8680256501524346	0.9823069094058173	0.676685737689191	0.7280407946732618	1.0758365728000463	0.9443826668963407	0.6575151661140762	0.9556206492821401	0.7553998683477041	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
12.413793103448278	0.4480851012420852	0.820608145685715	1.1314037687579994	0.8809585740421005	0.7807624289989619	1.0	1.1001527307469336	1.3162163028562694	1.9069736883511719	1.0125418694424613	0.9822626589137928	0.807422250202567	0.8864688253697335	1.1180306662428874	1.0633009930062718	0.7920999894464753	0.9452541102862005	0.792122607577939	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
16.551724137931036	0.4941472370662352	0.9643464899263947	1.1432208570839815	0.9668571390358117	0.8400536263665236	1.0	1.1158115355041676	1.2919266633720845	1.90771645379996	1.164430733937773	0.9818576473190863	0.9089836165878631	0.9918972443435728	1.1973564236766474	1.1753653856021011	0.951762259545127	0.9594675686977754	0.8275360994730125	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
20.689655172413794	0.5998449420658497	1.0027507864158842	1.180204565183296	0.9841711317846354	0.8662240914330746	1.0	1.1495768338574044	1.256698491813431	2.2064985095331315	1.3286073404418937	0.9808513672199096	0.96191973942636	1.0089929771130253	1.3385682877619391	1.2760065556744278	1.1532202742541995	1.0146476894552074	0.8607675124761507	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
24.827586206896555	0.7055426470654644	1.041155082905374	1.2171882732826107	1.0014851245334593	0.8923945564996255	1.0	1.1833421322106412	1.2214703202547774	2.505280565266304	1.4927839469460142	0.9798450871207329	1.014855862264857	1.0260887098824776	1.479780151847231	1.3766477257467544	1.3546782889632722	1.0698278102126397	0.8939989254792888	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
28.965517241379313	0.8112403520650789	1.0795593793948635	1.2541719813819254	1.018799117282283	0.9185650215661765	1.0	1.217107430563878	1.1862421486961239	2.8040626209994755	1.656960553450135	0.9788388070215561	1.067791985103354	1.0431844426519299	1.6209920159325228	1.477288895819081	1.5561363036723446	1.1250079309700718	0.9272303384824269	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
33.10344827586207	0.8258129956354496	1.0825900873063588	1.265696052830136	1.0320545353564783	0.9293896974294618	1.0	1.2381224522848937	1.1878082058446382	2.7089412567154416	1.7204231901506533	0.9791972503376969	1.0681611500510353	1.047174587997342	1.639793434223141	1.5279850245611515	1.6372713825572949	1.1332431063415358	0.9319488706457897	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
37.24137931034483	0.8100106187294057	1.0738295990251894	1.2687335787279785	1.043957095205797	0.9350991102249918	1.0	1.2548873817951687	1.201639005895542	2.4825187524256735	1.750314503583304	0.9800106014589434	1.051007995701778	1.0467962042014074	1.6177913705822013	1.5620328061931363	1.678298816167538	1.125829966584344	0.9271631091958941	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
41.37931034482759	0.7942082418233618	1.0650691107440198	1.2717711046258209	1.0558596550551158	0.9408085230205219	1.0	1.2716523113054437	1.2154698059464457	2.2560962481359055	1.780205817015955	0.9808239525801898	1.0338548413525208	1.0464178204054728	1.5957893069412619	1.5960805878251214	1.719326249777781	1.1184168268271524	0.9223773477459984	1	0.1998	0.4998	0.5433	1.0	0.579	0.4152	0.4112	0.7065	0.3883	0.682
