time	FourE_BP1_obs	FourE_BP1pT37_46_obs	Akt_obs	AktpS473_obs	AktpT308_obs	Coomassie _obs	ER_alpha	ERK_obs	Erk_pT202_Y204_obs	GAPDH_obs	IRS1_obs	IRS1pS636_639_obs	PRAS40_obs	PRAS40pS183_obs	PRAS40pT246_obs	S6K_obs	S6KpT229_obs	S6KpT389_obs	TSC2_obs	TSC2pT1462_obs	p38_obs	p38_pT180_Y182_obs	Insulin_indep	FourE_BP1pT37_46_indep	AktpS473_indep	AktpT308_indep	Coomassie _indep	ER_a_indep	Erk_pT202_Y204_indep	IRS1pS636_639_indep	PRAS40pS183_indep	PRAS40pT246_indep	S6KpT229_indep	S6KpT389_indep	TSC2pT1462_indep	p38_indep	p38_pT180_Y182_indep
0.0	1.579242421244073	0.7868721070589583	2.4711045815897537	0.37151879583270925	0.5015153302084383	1.0	2.0574769894865614	2.2550623831786236	0.09641276757053353	1.4242980511063241	2.822234221454134	1.030294476156974	2.0629712900293553	0.6494652912495323	0.3464055678831842	2.2270631690582547	0.758809533767142	0.2280509211889299	2.1321107128195416	0.5654777820570792	1.0256965794528323	0.49916655257811693	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
4.137931034482759	1.6218124519834114	0.8515999229023661	2.4376783923914798	0.5077415290988221	0.6073279622398764	1.0	2.075657713331978	2.220834164740282	0.3009122704502182	1.5468468819015073	2.9246588297680094	1.14335984346492	2.0596619840608628	0.7563446341033914	0.5663821810500451	2.291339533571828	0.9433582872379587	0.4253932463838011	2.148708299832627	0.7108975026848339	1.039531148381094	0.5476357744619411	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
8.275862068965518	1.6643824827227498	0.9163277387457738	2.4042522031932054	0.6439642623649349	0.7131405942713144	1.0	2.0938384371773946	2.1866059463019405	0.5054117733299028	1.6693957126966907	3.0270834380818847	1.2564252107728657	2.0563526780923698	0.8632239769572505	0.786358794216906	2.3556158980854005	1.1279070407087755	0.6227355715786723	2.165305886845712	0.8563172233125886	1.0533657173093556	0.5961049963457653	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
12.413793103448278	1.7069525134620882	0.9810555545891817	2.3708260139949315	0.7801869956310478	0.8189532263027524	1.0	2.112019161022811	2.1523777278635987	0.7099112762095875	1.791944543491874	3.1295080463957605	1.3694905780808118	2.053043372123877	0.9701033198111095	1.006335407383767	2.4198922625989736	1.3124557941795922	0.8200778967735436	2.1819034738587977	1.0017369439403434	1.0672002862376173	0.6445742182295895	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
16.551724137931036	1.7444751643629814	1.02380278450018	2.3416028617525098	0.8637785649003366	0.8810612794358346	1.0	2.091094659215876	2.1262995199879233	0.7878466955357389	1.8575381959996105	3.10901734218046	1.4356650142429848	2.0516863107225336	1.0315702462138567	1.1339380858092984	2.4585598673186726	1.4613723538641799	1.0436458371205526	2.1771849274143587	1.079981664131928	1.096176930119676	0.6646123678670128	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
20.689655172413794	1.7735855155331328	1.0299157045238299	2.319384771103176	0.859651527508252	0.8703283677383237	1.0	2.0049947813216895	2.113804663050024	0.654841975606002	1.8282065513616028	2.883667783749868	1.4236878984955363	2.0535829902664395	1.0173498118647506	1.107584206332615	2.454546205715248	1.5509019239050525	1.3109231360544578	2.136939491874046	1.0462680502632293	1.150390365591396	0.6372653970937683	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
24.827586206896555	1.8026958667032844	1.0360286245474797	2.2971666804538415	0.8555244901161676	0.8595954560408128	1.0	1.918894903427503	2.1013098061121247	0.521837255676265	1.7988749067235954	2.6583182253192756	1.411710782748088	2.055479669810345	1.0031293775156447	1.0812303268559313	2.4505325441118235	1.6404314939459255	1.5782004349883632	2.0966940563337326	1.012554436394531	1.2046038010631164	0.6099184263205236	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
28.965517241379313	1.8318062178734358	1.0421415445711293	2.274948589804507	0.8513974527240831	0.8488625443433019	1.0	1.8327950255333163	2.0888149491742256	0.3888325357465282	1.7695432620855878	2.4329686668886836	1.3997336670006395	2.0573763493542505	0.9889089431665385	1.0548764473792478	2.4465188825083994	1.7299610639867984	1.8454777339222683	2.05644862079342	0.9788408225258323	1.2588172365348367	0.5825714555472791	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
33.10344827586207	1.8236733833740724	1.0445477769859817	2.246389021413093	0.8465826345935255	0.8429958795890645	1.0	1.8041063687531103	2.0834369129272234	0.35293578026055944	1.7563987385456057	2.411918248740507	1.3653810878301547	2.0509005744597597	0.979320672061332	1.049463713592438	2.452062048482303	1.8097385272782716	1.9372421655190388	2.044726558653498	0.9505709571084436	1.27029825631473	0.553648060687547	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
37.24137931034483	1.8031261536515377	1.045718446864568	2.215715627107652	0.8415385562168102	0.8387512971492517	1.0	1.794554785677564	2.080431150243853	0.34940834625584655	1.7486499220382992	2.458967544019802	1.3235700208519912	2.0416339814191367	0.9712764553707587	1.0510313617022529	2.460790823648649	1.8862652883199447	1.9705023080034314	2.0425122876470394	0.9241156745081583	1.2675351375306811	0.5241991911323192	1	0.7869	0.3715	0.5015	1.0	2.0575	0.0964	1.0303	0.6495	0.3464	0.7588	0.2281	0.5655	1.0257	0.4992
