FourE_BP1_obs	FourE_BP1pT37_46_obs	Akt_obs	AktpS473_obs	AktpT308_obs	Coomassie _obs	ERK_obs	GAPDH_obs	IRS1_obs	IRS1pS636_639_obs	PRAS40_obs	PRAS40pS183_obs	PRAS40pT246_obs	S6K_obs	S6KpT229_obs	S6KpT389_obs	TSC2_obs	TSC2pT1462_obs	Insulin_indep
1.4582719109550717	0.4881694032984871	2.2419973701356968	0.3925861690112741	0.4862434153348463	1.0	2.3050480375762508	1.436381856898352	2.7007893353867916	0.8613332330041832	1.9819677031247331	0.5169321157777665	0.387190293625456	2.3307350675096448	0.6954510552064007	0.39565630119051093	2.136033312844485	0.6449574617703274	0.005
