Time	[IRS1]	[IRS1a]	[pIRS1]	[PI3K]	[pPI3K]	[PIP2]	[PIP3]	[PDK1]	[PDK1_PIP3]	[Akt]	[Akt_PIP3]	[pAkt]	[Akti]	[TSC2]	[pTSC2]	[RhebGDP]	[RhebGTP]	[ppPras40]	[mTORC1cyt]	[mTORC1_Pras40cyt]	[mTORC1lys]	[RAG_GDP]	[RAG_GTP]	[mTORC1i]	[mTORC1ii]	[mTORC1iii]	[mTORC1iv]	[FourEBP1]	[pFourEBP1]	[S6K]	[pS6K]	[AMPK]	[pAMPKi]	[pAMPK]	[CaMKK2a]	[CaMKK2]	[LKB1a]	[LKB1]	[RTK]	[pRTK]	[Sos]	[pRTKa]	[Raf]	[pRaf]	[Mek]	[pMek]	[Erk]	[pErk]	[Meki]	[PLCeps]	[pPLCeps]	[IP3]	[DAG]	[IpR]	[IpRa]	[Ca2]	[Rapamycin]	[MK2206]	[RasGDP]	[RasGTP]	[pmTORC1]	[pSos]	Values[Insulin]	Values[AA]	Values[AZD]	Values[EGF]	Values[kIRS1In]	Values[kIRS1Out]	Values[kIRS1Act]	Values[kIRS1Inact]	Values[kIRS1Phos]	Values[kIRS1Dephos]	Values[kPI3KPhos]	Values[kPI3KDephos]	Values[kPIPPhos]	Values[kPIPDephos]	Values[kPDK1BindPIP3]	Values[kPDK1UnbindPIP3]	Values[kAktBindPIP3]	Values[kAktUnbindPIP3]	Values[kAktPhos]	Values[kAktDephos]	Values[kAktBindMK]	Values[kTSC2Phos]	Values[kTSC2Dephos]	Values[kRhebPhos]	Values[kRhebDephos]	Values[kmTORC1BindPras40]	Values[kmTORC1UnbindPras40]	Values[kmTORC1CytToLys]	Values[kmTORC1LysToCyt]	Values[kRAGPhos]	Values[kRAGDephos]	Values[kmTORC1Phos]	Values[kmTORC1Dephos]	Values[kmTORC1BindRapa]	Values[kmTORC1UnbindRapa]	Values[k4EBP1Phos]	Values[k4EBP1Dephos]	Values[kS6KPhos]	Values[kS6KDehos]	Values[kAMPKInhibPhosByAkt]	Values[kAMPKInhibPhosByS6K]	Values[kAMPKDephos]	Values[kAMPKActPhos]	Values[kAMPKActDephos]	Values[kCaMKK2Act]	Values[kCaMKK2Inact]	Values[kLKB1Act]	Values[kLKB1Inact]	Values[kTKRBindEGF]	Values[kTKRUnbindEGF]	Values[kTKRBindSOS]	Values[kTKRUnbindSOS]	Values[kSOSPhos]	Values[kSOSDephos]	Values[kRasLoad]	Values[kRasUnload]	Values[kRafPhos]	Values[kRafDephos]	Values[kMekPhos]	Values[kMekDephos]	Values[kErkPhos]	Values[kErkDephos]	Values[kMekBindAzd]	Values[kMekUnbindAzd]	Values[kPLCPhos]	Values[kPLCDephos]	Values[kPIP2Break]	Values[kPIP2form]	Values[kIP3BindIpR]	Values[kIP3UnbindIpR]	Values[kCa2In]	Values[kCa2Out]
125	9.96219	9.93882	8.3066e-07	0.914543	9.08746	10.0026	0.000103343	10.0009	0.00108276	10.0019	0.00108304	1.29368e-06	0	10.002	1.46571e-05	10.002	0	0.00883997	0.01284	9.99216	8.4068e-09	10.002	3.18731e-09	0	0	0	0	10.002	7.8686e-09	10.002	7.8686e-09	9.82389	1.53594e-05	0.178092	0.0181306	9.98287	3.72665e-09	10.002	10.001	0	9.90248	0	10.002	3.72665e-09	9.99214	0.0098604	9.99205	0.00995204	0	10.002	3.72665e-09	0.000181569	0.00109746	10.0001	0.00181589	0.00181606	0	0	10.002	0	2.87471e-49	0.0995207	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
126	9.96361	9.94111	7.58689e-07	0.914345	9.08766	10.0026	0.000102874	10.0009	0.00107785	10.0019	0.00107812	1.28165e-06	0	10.002	1.44878e-05	10.002	0	0.00882992	0.0128299	9.99217	7.61049e-09	10.002	2.8803e-09	0	0	0	0	10.002	7.1198e-09	10.002	7.1198e-09	9.82389	1.51084e-05	0.178094	0.0181305	9.98287	3.37201e-09	10.002	10.001	0	9.90258	0	10.002	3.37201e-09	9.99215	0.0098506	9.99206	0.0099421	0	10.002	3.37201e-09	0.000181568	0.00109744	10.0001	0.00181587	0.00181605	0	0	10.002	0	7.15549e-50	0.0994236	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
127	9.96497	9.94332	6.92896e-07	0.914153	9.08785	10.0027	0.000102407	10.0009	0.00107296	10.0019	0.00107323	1.26976e-06	0	10.002	1.43232e-05	10.002	0	0.00881988	0.0128199	9.99218	6.88959e-09	10.002	2.60286e-09	0	0	0	0	10.002	6.44226e-09	10.002	6.44226e-09	9.82389	1.48695e-05	0.178096	0.0181304	9.98287	3.05112e-09	10.002	10.001	0	9.90267	0	10.002	3.05112e-09	9.99216	0.00984082	9.99207	0.00993217	0	10.002	3.05112e-09	0.000181566	0.00109742	10.0001	0.00181585	0.00181603	0	0	10.002	0	3.64778e-50	0.0993265	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
128	9.96628	9.94545	6.32755e-07	0.91397	9.08803	10.0027	0.000101942	10.0009	0.00106809	10.0019	0.00106836	1.25801e-06	0	10.002	1.41631e-05	10.002	0	0.00880984	0.0128098	9.99219	6.23698e-09	10.002	2.35215e-09	0	0	0	0	10.002	5.8292e-09	10.002	5.8292e-09	9.82389	1.46417e-05	0.178097	0.0181302	9.98287	2.76077e-09	10.002	10.001	0	9.90277	0	10.002	2.76077e-09	9.99217	0.00983106	9.99208	0.00992227	0	10.002	2.76077e-09	0.000181564	0.0010974	10.0001	0.00181584	0.00181601	0	0	10.002	0	4.52815e-50	0.0992293	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
129	9.96755	9.94749	5.77786e-07	0.913793	9.08821	10.0027	0.00010148	10.0009	0.00106324	10.0019	0.0010635	1.24638e-06	0	10.002	1.4007e-05	10.002	0	0.00879982	0.0127998	9.9922	5.64618e-09	10.002	2.12559e-09	0	0	0	0	10.002	5.27448e-09	10.002	5.27448e-09	9.82389	1.4424e-05	0.178098	0.0181301	9.98287	2.49805e-09	10.002	10.001	0	9.90287	0	10.002	2.49805e-09	9.99218	0.00982132	9.99209	0.00991237	0	10.002	2.49805e-09	0.000181562	0.00109738	10.0001	0.00181582	0.00181599	0	0	10.002	0	1.71061e-50	0.0991322	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
130	9.96876	9.94946	5.27551e-07	0.913622	9.08838	10.0027	0.000101019	10.0009	0.00105842	10.0019	0.00105868	1.23488e-06	0	10.002	1.38548e-05	10.002	0	0.00878981	0.0127898	9.99221	5.11133e-09	10.002	1.92085e-09	0	0	0	0	10.002	4.77255e-09	10.002	4.77255e-09	9.82389	1.42158e-05	0.178099	0.01813	9.98287	2.26033e-09	10.002	10.001	0	9.90296	0	10.002	2.26033e-09	9.99219	0.0098116	9.9921	0.0099025	0	10.002	2.26033e-09	0.00018156	0.00109736	10.0001	0.0018158	0.00181598	0	0	10.002	0	6.41057e-51	0.0990351	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
131	9.96993	9.95135	4.81645e-07	0.913459	9.08854	10.0027	0.00010056	10.0009	0.00105362	10.0019	0.00105387	1.22351e-06	0	10.002	1.37063e-05	10.002	0	0.0087798	0.0127798	9.99222	4.62714e-09	10.002	1.73584e-09	0	0	0	0	10.002	4.31838e-09	10.002	4.31838e-09	9.82389	1.40163e-05	0.1781	0.0181298	9.98287	2.04523e-09	10.002	10.001	0	9.90306	0	10.002	2.04523e-09	9.9922	0.00980189	9.99211	0.00989264	0	10.002	2.04523e-09	0.000181558	0.00109734	10.0001	0.00181578	0.00181596	0	0	10.002	0	2.39946e-51	0.098938	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
132	9.97106	9.95318	4.39699e-07	0.913301	9.0887	10.0027	0.000100104	10.001	0.00104884	10.0019	0.00104909	1.21225e-06	0	10.002	1.3561e-05	10.002	0	0.00876981	0.0127698	9.99223	4.18882e-09	10.002	1.56865e-09	0	0	0	0	10.002	3.90743e-09	10.002	3.90743e-09	9.82389	1.38248e-05	0.1781	0.0181297	9.98287	1.8506e-09	10.002	10.001	0	9.90316	0	10.002	1.8506e-09	9.99221	0.00979221	9.99212	0.0098828	0	10.002	1.8506e-09	0.000181557	0.00109732	10.0001	0.00181576	0.00181594	0	0	10.002	0	8.48324e-52	0.098841	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
133	9.97215	9.95493	4.01375e-07	0.913149	9.08885	10.0027	9.96496e-05	10.001	0.00104408	10.002	0.00104432	1.20112e-06	0	10.002	1.3419e-05	10.002	0	0.00875983	0.0127598	9.99224	3.79201e-09	10.002	1.41756e-09	0	0	0	0	10.002	3.53559e-09	10.002	3.53559e-09	9.82389	1.36406e-05	0.178101	0.0181296	9.98287	1.67449e-09	10.002	10.001	0	9.90326	0	10.002	1.67449e-09	9.99222	0.00978254	9.99213	0.00987298	0	10.002	1.67449e-09	0.000181555	0.0010973	10.0001	0.00181574	0.00181592	0	0	10.002	0	4.05675e-52	0.098744	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
134	9.97319	9.95662	3.66364e-07	0.913003	9.089	10.0027	9.91972e-05	10.001	0.00103934	10.002	0.00103958	1.1901e-06	0	10.002	1.32799e-05	10.002	0	0.00874986	0.0127499	9.99225	3.43278e-09	10.002	1.28103e-09	0	0	0	0	10.002	3.19913e-09	10.002	3.19913e-09	9.82389	1.34633e-05	0.178101	0.0181294	9.98287	1.51514e-09	10.002	10.001	0	9.90335	0	10.002	1.51514e-09	9.99223	0.00977289	9.99214	0.00986317	0	10.002	1.51514e-09	0.000181553	0.00109728	10.0001	0.00181573	0.0018159	0	0	10.002	0	4.71619e-52	0.0986471	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
135	9.97419	9.95824	3.34382e-07	0.912863	9.08914	10.0027	9.87469e-05	10.001	0.00103462	10.002	0.00103486	1.17919e-06	0	10.002	1.31436e-05	10.002	0	0.00873989	0.0127399	9.99226	3.10759e-09	10.002	1.15764e-09	0	0	0	0	10.002	2.89469e-09	10.002	2.89469e-09	9.82389	1.32924e-05	0.178101	0.0181293	9.98287	1.37096e-09	10.002	10.001	0	9.90345	0	10.002	1.37096e-09	9.99224	0.00976326	9.99215	0.00985339	0	10.002	1.37096e-09	0.000181551	0.00109726	10.0001	0.00181571	0.00181589	0	0	10.002	0	2.13556e-52	0.0985503	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
136	9.97516	9.95981	3.0517e-07	0.912728	9.08927	10.0027	9.82987e-05	10.001	0.00102993	10.002	0.00103016	1.1684e-06	0	10.002	1.301e-05	10.002	0	0.00872994	0.0127299	9.99227	2.81319e-09	10.002	1.04615e-09	0	0	0	0	10.002	2.61923e-09	10.002	2.61923e-09	9.82389	1.31272e-05	0.178101	0.0181291	9.98287	1.24049e-09	10.002	10.001	0	9.90355	0	10.002	1.24049e-09	9.99225	0.00975366	9.99216	0.00984362	0	10.002	1.24049e-09	0.000181549	0.00109724	10.0001	0.00181569	0.00181587	0	0	10.002	0	-7.43783e-53	0.0984536	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
137	9.97609	9.96132	2.7849e-07	0.912598	9.0894	10.0028	9.78526e-05	10.001	0.00102525	10.002	0.00102549	1.15771e-06	0	10.002	1.28788e-05	10.002	0	0.00872	0.01272	9.99228	2.54669e-09	10.002	9.45387e-10	0	0	0	0	10.002	2.36997e-09	10.002	2.36997e-09	9.82389	1.29676e-05	0.1781	0.018129	9.98287	1.12244e-09	10.002	10.001	0	9.90364	0	10.002	1.12244e-09	9.99226	0.00974407	9.99217	0.00983386	0	10.002	1.12244e-09	0.000181548	0.00109722	10.0001	0.00181567	0.00181585	0	0	10.002	0	1.31993e-52	0.0983569	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
138	9.97699	9.96277	2.54124e-07	0.912473	9.08953	10.0028	9.74083e-05	10.001	0.0010206	10.002	0.00102083	1.14713e-06	0	10.002	1.275e-05	10.002	0	0.00871007	0.0127101	9.99229	2.30542e-09	10.002	8.54335e-10	0	0	0	0	10.002	2.14444e-09	10.002	2.14444e-09	9.82389	1.28129e-05	0.1781	0.0181288	9.98287	1.01563e-09	10.002	10.001	0	9.90374	0	10.002	1.01563e-09	9.99227	0.00973449	9.99218	0.00982413	0	10.002	1.01563e-09	0.000181546	0.0010972	10.0001	0.00181565	0.00181583	0	0	10.002	0	1.1318e-52	0.0982604	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
139	9.97785	9.96416	2.31875e-07	0.912353	9.08965	10.0028	9.69661e-05	10.001	0.00101597	10.002	0.0010162	1.13666e-06	0	10.002	1.26235e-05	10.002	0	0.00870015	0.0127002	9.9923	2.08702e-09	10.002	7.72052e-10	0	0	0	0	10.002	1.94037e-09	10.002	1.94037e-09	9.82389	1.26629e-05	0.178099	0.0181286	9.98287	9.18978e-10	10.002	10.001	0	9.90384	0	10.002	9.18978e-10	9.99228	0.00972494	9.99219	0.00981441	0	10.002	9.18978e-10	0.000181544	0.00109718	10.0001	0.00181564	0.00181582	0	0	10.002	0	4.22577e-53	0.098164	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
140	9.97868	9.9655	2.11558e-07	0.912237	9.08976	10.0028	9.6526e-05	10.001	0.00101136	10.002	0.00101158	1.12628e-06	0	10.002	1.24991e-05	10.002	0	0.00869025	0.0126902	9.99231	1.8893e-09	10.002	6.97696e-10	0	0	0	0	10.002	1.75572e-09	10.002	1.75572e-09	9.82389	1.25173e-05	0.178099	0.0181285	9.98287	8.31526e-10	10.002	10.001	0	9.90393	0	10.002	8.31526e-10	9.99228	0.00971541	9.9922	0.00980472	0	10.002	8.31526e-10	0.000181542	0.00109716	10.0001	0.00181562	0.0018158	0	0	10.002	0	1.58208e-53	0.0980677	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
141	9.97948	9.9668	1.93009e-07	0.912125	9.08987	10.0028	9.60878e-05	10.001	0.00100677	10.002	0.00100699	1.11601e-06	0	10.002	1.23767e-05	10.002	0	0.00868035	0.0126803	9.99232	1.71031e-09	10.002	6.30501e-10	0	0	0	0	10.002	1.58864e-09	10.002	1.58864e-09	9.82389	1.23757e-05	0.178098	0.0181283	9.98287	7.52396e-10	10.002	10.001	0	9.90403	0	10.002	7.52396e-10	9.99229	0.00970589	9.9922	0.00979504	0	10.002	7.52396e-10	0.00018154	0.00109714	10.0001	0.0018156	0.00181578	0	0	10.002	0	5.91112e-54	0.0979715	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
142	9.98025	9.96804	1.76075e-07	0.912018	9.08998	10.0028	9.56516e-05	10.001	0.0010022	10.002	0.00100242	1.10584e-06	0	10.002	1.22562e-05	10.002	0	0.00867046	0.0126705	9.99233	1.54827e-09	10.002	5.69778e-10	0	0	0	0	10.002	1.43746e-09	10.002	1.43746e-09	9.82389	1.22379e-05	0.178097	0.0181282	9.98287	6.80796e-10	10.002	10.001	0	9.90412	0	10.002	6.80796e-10	9.9923	0.00969639	9.99221	0.00978537	0	10.002	6.80796e-10	0.000181539	0.00109712	10.0001	0.00181558	0.00181576	0	0	10.002	0	2.15362e-54	0.0978754	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
143	9.98099	9.96924	1.60616e-07	0.911915	9.09009	10.0028	9.52174e-05	10.001	0.00099765	10.002	0.000997868	1.09577e-06	0	10.002	1.21375e-05	10.002	0	0.00866059	0.0126606	9.99234	1.40159e-09	10.002	5.14904e-10	0	0	0	0	10.002	1.30067e-09	10.002	1.30067e-09	9.82389	1.21036e-05	0.178096	0.018128	9.98287	6.16009e-10	10.002	10.001	0	9.90422	0	10.002	6.16009e-10	9.99231	0.00968692	9.99222	0.00977573	0	10.002	6.16009e-10	0.000181537	0.0010971	10.0001	0.00181556	0.00181574	0	0	10.002	0	1.08022e-54	0.0977795	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
144	9.9817	9.97039	1.46504e-07	0.911816	9.09018	10.0028	9.47852e-05	10.001	0.000993123	10.002	0.000993338	1.08579e-06	0	10.002	1.20206e-05	10.002	0	0.00865072	0.0126507	9.99235	1.2688e-09	10.002	4.65314e-10	0	0	0	0	10.002	1.17689e-09	10.002	1.17689e-09	9.82389	1.19726e-05	0.178095	0.0181278	9.98287	5.57388e-10	10.002	10.001	0	9.90432	0	10.002	5.57388e-10	9.99232	0.00967746	9.99223	0.0097661	0	10.002	5.57388e-10	0.000181535	0.00109708	10.0001	0.00181555	0.00181573	0	0	10.002	0	5.06105e-55	0.0976837	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
145	9.98239	9.9715	1.33624e-07	0.91172	9.09028	10.0028	9.43548e-05	10.001	0.000988615	10.002	0.000988829	1.07591e-06	0	10.002	1.19054e-05	10.002	0	0.00864087	0.0126409	9.99236	1.14859e-09	10.002	4.20502e-10	0	0	0	0	10.002	1.0649e-09	10.002	1.0649e-09	9.82389	1.18447e-05	0.178094	0.0181277	9.98287	5.04346e-10	10.002	10.001	0	9.90441	0	10.002	5.04346e-10	9.99233	0.00966801	9.99224	0.0097565	0	10.002	5.04346e-10	0.000181533	0.00109706	10.0001	0.00181553	0.00181571	0	0	10.002	0	1.21202e-55	0.0975881	1	0	0	0	1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.01	0.1	0.1	0.1	0.1	0.1	0.001	0.1	0.1	0.1	0.1	0.1
